ID,Top_Keywords,Top_Sentences
91121135,"['company' 'state' 'city' 'management' 'microsoft' 'training' 'january'
 'manager' 'maintained' 'information']","['        Highlights           Microsoft Office Proficiency     KRONOS  Internet Software  Microsoft Word/PowerPoint/Excel   Office Management  Microsoft Access  Organizing Meetings/Materials Preparation  LotusNotes & Microsoft Outlook Email  Planning and Facilitating Large Events  SAP  Managing Confidential Records  PeopleSoft  Employee Benefits Counseling   Registrar   Arranging Domestic/International Travel   Oral and Written Communication   SAP Site Security   Skilled Proofreader       Training and Instruction    Excel spreadsheets  Meticulous attention to detail  Results-oriented  Self-directed  Professional and mature  Strong problem solver  Resourceful  Business writing  Dedicated team player  Strong interpersonal skills  Understands grammar  Meeting planning  Report writing  Report development  Schedule management  Self-starter  Executive presentation development               Accomplishments          Experience      Administrative Assistant Director, Human Resources Manager, Production Manager, Engineering Manager, Technical Services Manager, and Information Technology Manager    January 2012   to   January 2015     Company Name   －   City  ,   State      Provided administrative support to production departments, IT, and Human Resources.'
 '         Administrative Assistant    January 1998   to   January 2009     Company Name   －   City  ,   State            Computer Instructor    January 1996   to   January 2001     Company Name   －   City  ,   State      position where provided instruction on use of Microsoft Word and Excel software packages.'
 '         Education      Diploma        Virginia High School   －   City  ,   State              Skills    accounts payable, administrative support, Benefits, Oral, Counseling, databases, data base, Database, Email, Senior Management, filing, Forms, Human Resources, instruction, Internet Software, KRONOS, letters, LotusNotes, Managing, Materials, Meetings, Access, Microsoft Access, Excel, mail, Microsoft Outlook, PowerPoint, Microsoft Windows, Microsoft Word, newsletter, Office Management, Organizing, payroll, PeopleSoft, personnel, presentations, Proofreader, Radio, receiving, Safety, SAP, scheduling, secretarial, statistics, answering phones, training materials, transcription, travel arrangements, Written Communication, composition   '
 '         SAP Site Security Administrator/SAP Training Records Coordinator    January 2004   to   January 2009     Company Name   －   City  ,   State      Supported all Human Resources functions.'
 '         Administrative Assistant    January 1996   to   January 1997     Company Name   －   City  ,   State      Provided general secretarial and accounts payable services.'
 '         Employee Benefits Assistant    January 1979   to   January 1988     Company Name   －   City  ,   State      Communicated plans to employees.'
 ' Generated and maintained training records in Access Training Database for 150+ end users.'
 '         Department Secretary/Office Manager Payroll Clerk Compensation Assistant    January 1989   to   January 1995     Company Name   －   City  ,   State      Within 1,750 employee organization, prepared letters, reports, and other documents from rough copy by transcription or from own composition.'
 ' Selected by Senior Management, due to demonstrated knowledge of SAP and the organization coupled with the ability to readily train end users, to serve as SAP Site Security Administrator/SAP Training Records Coordinator.'
 ' Provided training to Management Orientation Program participants.']"
24230851,"['information' 'customer' 'service' 'company' 'state' 'city' 'management'
 'experience' 'technology' 'provide']","['      Skills          Microsoft Office  Verint  Siebel  RTA  Avaya  Operating Systems  Vista  Windows 7  Windows 8  Windows 10              Experience     08/2015   to   Current     Customer Service Representative    Company Name   －   City  ,   State      Handled large call volume while being able to multi task and provide accurate information to the consumers while maintaining a high level of quality of service.'
 '         Education and Training     2013     Associate of Science  :   Psychology    Eastern Kentucky University   －   City  ,   State              Skills    administrative, advertising, Avaya, budget, coach, Conflict Resolution, Prepare contracts, clients, customer service, dispatching, e- mail, forms, Information Technology, Inspect, ISO 9001, leadership, materials, Microsoft Office, Operating Systems, developer, performance appraisals, personnel, progress, quality, quality control, recording, recruitment, safety codes, Siebel, supervisory, supervision, telephone, Time Management, Vista, written   '
 '        10/2013   to   09/2014     Customer Service Representative    Company Name   －   City  ,   State      Handled large call volume while being able to multi task and provide accurate information to the consumers while maintaining\na high level of quality of service.'
 '        09/2014   to   07/2015     Customer Service Supervisor    Company Name   －   City  ,   State      Provides supervision and leadership to a team of 20 to 60 customer service representatives and through the various\ncommunication channels within operations (telephone, e- mail, written correspondence, and web-chat).'
 'Extensive experience within the Contact Center Operations environment, including daily communications with all levels of leadership supervisor, management.'
 "" Met contract specific\ngoals/objectives as required\n Extensive experience with the Healthcare Marketplace\n Supervise, develop, and coach CSRs to assure productivity, quality, attendance, and timeliness of work in the completion\n    of assigned projects and departmental goals\n Maintain daily reports regarding adherence, service level, and staffed hours to assure CSR's and team are meeting contract\n    and department goals\n Assume leadership responsibility for floor management (including agent placement), department tasks, and contact center\n    incentives\n Work closely as a team with CSR's, other supervisors, customer service managers, and senior site managers within\n    operational areas of the contact center\n Complete and deliver employee performance appraisals on a monthly and yearly basis and corrective actions as needed\n Interviewed and hired qualified candidates for CCO customer service representative as well as performed substantial\n    portion of recruitment for new hire employees (including advertising and job fairs)\nGeneral Dynamics Information Technology.""
 '        06/2011   to   10/2013     Customer Service Representative    Company Name          Handled 100 calls a day while being able to multi task and provide accurate information to the consumers while maintaining a\nhigh level of quality of service.'
 'Six years experience within\n          Contact Center Operations, supervised teams of 20 up to 100 employees.'
 ' Confer with customers by telephone or in person to provide information about products or services, take or enter\n        orders, cancel accounts, or obtain details of complaints.'
 '   Confer with customers by telephone or in person to provide information about products or services, take or enter orders, cancel accounts, or obtain details of complaints.']"
40018190,"['support' 'management' 'network' 'systems' 'state' 'city' 'technology'
 'company' 'hardware' 'technical']","['      Experience      IT Support Technician    12/2014   to   Current     Company Name   City  ,   State       Provide technical assistance and support for incoming queries and issues related to computer systems, software, and hardware.'
 '         IT SUPPORT TECHNICIAN       Education      Bachelor of Science     May 2014       William Woods University   City  ,   State       GPA:   GPA: 3.4     Management Information Systems GPA: 3.4         Summary     Experience in network/hardware/operating system troubleshooting, web page design, PC assembly, technical support,and customer service.'
 ' Process an average of 15-20 inbound and outbound technical support calls daily           Network Assistant Intern   01/2014   to   05/2014     Company Name   City  ,   State       Assisted University network administrator with daily tasks including                 wireless, VDI, patchwork    Network infrastructure, hardware management, and server room operations.'
 '          Technology Assistant Intern    08/2013   to   05/2014     Company Name   City  ,   State        Maintained 489 page University website   Managed and completed daily work orders for University Help Desk  Attended weekly administrative technology meetings relating to technology problems/solutions.'
 '         Projects      (Project Leader on all Projects) \xa0   Website Development~Business Communications~Advanced Web~Entrepreneurship~Database \xa0   Management~Project.Management~MIS Capstone~Systems Analysis \xa0   Designed multiple websites using WordPress and Expressions Web  Compiled and developed new accounting and financial tracking system to be used by small or medium firms  Worked with multiple clients to design and develop websites Converted desktop websites to mobile using various tools  Created documentation manual for business clients  Developed and administered Usability Tests for quality customer assurance.'
 ' Train computer users  Maintain daily performance of computer systems.'
 ' Managed/deployed hardware and software to student body as well as faculty.'
 'Critical thinker who addresses customer support issues quickly and who consistently exceeds performance standards.'
 '       Summary of Skills          Sharepoint  Cisco Telephony tools\t  Bomgar\t  Visio\t\t\t  Que Monitoring       SAP  Active Directory  Mobileiron  HPSM  IOS            Activites      Captain- 4-years of collegiate basketball  Active member of S.W.A.T. (Student Website Advancement Team)  Active member of the IT Student Academic Advisory Council    Over 100 hours of community service - Secret Santa - Reading books at over 5 grade schools - Volunteered in over 5 \xa0             summer camps - Participated in Salvation Army food drive -Yearly donator Good Will/ homeless shelters \xa0       Honors and Accomplishments       Trio Scholarship (1 of 2 awarded of over 500 students)                 LEAD Scholarship (Leading, Educating, Achieving, Developing)   Potential Award (Belief in continued growth, dedication, and  potential for future success)                                                                                                JUCO All-American  Male Athlete of the Year                                                                 Academic All-Conference  IC3 Internet and Computing Core Certification                             '
 'Analytical Helpdesk technician adept at resolving complex issues.']"
16186411,"['data' 'project' 'database' 'application' 'server' 'development' 'sql'
 'net' 'web' 'software']","['        Education      Master of Science  ,   Computer Engineering   Present     University of Missouri   －     State      GPA:   GPA: 3.7   Computer Engineering GPA: 3.7       Bachelor of Technology  ,   Electrical and Electronics Engineering   May 2013     Jawaharlal Nehru Technological University      India    GPA:   GPA: 3.65   Electrical and Electronics Engineering GPA: 3.65       Skills     ASP.NET, VB.Net, Active Directory, ADO.Net, Dreamweaver,   Web Development, AGILE, AJAX,  HTML, IDE, Java, JavaScript, JQuery, Analyst, Application Development, approach, budget, C, C++, catalogs, charts, CSS, Checkout process, client, clients, data warehouse, Database, DCL, Eclipse, edit, editor, Email, estimating, features, Frame, functional, , Logic, meetings, Access, C#, Excel, Outlook, Power point, Windows, window, Microsoft Word, Network, Operating System, page, pdf, Programmer, Programming, progress, quality, QA, Research, scheduling, Scrum, SDLC, Software Development, sorting, SQL, SQL server, tables, tutoring, user interface design, Utilities, validation, Visual Studio, website        '
 ' IDE: \t\t\tVisual Studio, Eclipse, NetBeans, Dreamweaver  Database: \t\tSQL, MySql  Operating System: \tWindows  Version Controls : \tTortoise SVN, GitHub  Others: \t\t\tMicrosoft Word, Excel, Access, Power point              Professional Experience      Database Programmer/Analyst (.NET Developer)     Jun 2014   to   Feb 2016      Company Name   －   City  ,   State      Worked as Graduate Research Assistant performing the duties of Database Programmer/Analyst at Application Development Network (ADN), DoIT which supports University of Missouri System faculty and students through agile and rapid creation of new applications.'
 'Proficient in Software Development Life Cycle (SDLC) and SCRUM AGILE methodologies of development process to produce software solutions by team.'
 '         DATABASE PROGRAMMER/ANALYST (.NET DEVELOPER)       Summary     Software Engineer with 2 years in Web Developer specializing in front end development.'
 ' Created Class libraries out of the main project to access the database which can be used by both Console Application for Schedule task and web application.'
 'Used Red Gate SQL Compare to deploy database from one server to another server (Dev -> Test/QA).Worked on .NET security features such as Form-Based Authentication and Role-Based Authorization.'
 'Strong experience in data retrieval and manipulation using ADO.Net data objects such as Dataset, Data Reader, Data list, Data Adaptor, Entity Frame work.'
 'Involved in designing, planning, developing and implementing Microsoft .Net based solutions that meet quality and code standards.'
 'Good experience in writing Class Library using C# , LINQ to SQL queries in Database Access layer to interface with SQL Database.'
 ' Created ASP.Net User Controls to reduce the complexity of user interface design Created dynamic queries, stored procedures, Views and triggers in SQL server for the database manipulation.']"
29975124,"['city' 'management' 'support' 'application' 'information' 'technology'
 'state' 'company' 'software' 'sql']","['           Skills    application development, Lotus Approach, Asset Management, Billing systems, book, budget, Develop business, Business Process Analysis, C, C++, client management, contracts, Crystal, Crystal Reports, Client, clients, data collection, DBA, databases, database, XML, features, financial, FTP, GIS, HP-UX, HTML, PHP, image, ITIL v, Access, SharePoint, Windows, Windows 95, Windows NT, migration, Enterprise, Network, Oracle 7.3, Oracle, Oracle database, PL/SQL, Oracle and SQL, Oracle 8, OS/2, PC support, Pro C, processes, Programming, Project Management, Reading, reporting, requirements gathering, scanning, scheduling, Servers, scripts, Shell Scripting, Software Development, SQL, SQL Server, Sybase SQL Server, System Administration, system configuration, tables, taxes, Desktop support, Uniface 6.1, Uniface, Uniface 5.2, UNIX, Unix Shell scripts, upgrades, upgrade, Visual Basic   '
 ""        Information Technology Specialist  ,     04/1996   to   04/1998     Company Name   –   City  ,   State      Provided development services to client at client's site.""
 ' Developed Crystal Reports for client management team to manage business within the Customer Information System.'
 '        Information Technology Consultant  ,     10/1999   to   12/1999     Company Name   –   City  ,   State      Developed new PL/SQL Stored Procedures and Functions to build financial summary data.'
 '        Education      Bachelor of Science  :   Computer Science  ,   December 1993     GEORGIA INTITUTE OF TECHNOLOGY   -   City  ,   State    Computer Science       Summary    Information Technology professional with 20+ years of experience working in various roles.'
 ' Provided Application Support for Maximo, Maintenance Management Software and CSTAR, Customer Information System.'
 '        Information Technology Consultant  ,     08/1999   to   10/1999     Company Name   –   City  ,   State      Created a new system functionality using Pro C code.'
 '        CEO/Consultant  ,     02/2000   to   02/2006     Company Name   –   City  ,   State      Managed Griffin Technology Group budget, taxes, expenses and contracts Hired and managed employees, including scheduling client appointments for on-site PC support service.'
 '     Highlights        Proficient in Software Development Life Cycle, Project Management, Oracle and SQL Server databases.'
 '        Information Technology Consultant  ,     05/1998   to   07/1999     Company Name   –   City  ,   State      Maintained and Enhanced C and Uniface program code and Unix Shell scripts.']"
26746496,"['data' 'project' 'database' 'application' 'server' 'net' 'sql'
 'development' 'web' 'using']","[' IDE: \t\t\tVisual Studio, Eclipse, NetBeans, Dreamweaver  Database: \t\tSQL, MySql  Operating System: \tWindows  Version Controls : \tTortoise SVN, GitHub  Others: \t\t\tMicrosoft Word, Excel, Access, Power point              Experience      Database Programmer/Analyst (.NET Developer)     Jun 2014   to   Feb 2016      Company Name   －   City  ,   State     Description: \xa0  Worked as Graduate Research Assistant performing the duties of Database Programmer/Analyst at Application Development Network (ADN), DoIT which supports University of Missouri System faculty and students through agile and rapid creation of new applications.'
 '         DATABASE PROGRAMMER/ANALYST (.NET DEVELOPER)       Summary     Software Engineer with 2 years in Web Developer specializing in front end development.'
 'Proficient in Software Development Life Cycle (SDLC) and SRUM AGILE methodologies of development process to produce software solutions by team.'
 '   Responsibilities: \xa0   Used Smtp server to send emails with attachment to the email  Developed C# Class Library to import the data from the CSV file to system  Used LIM Service for late fee assessment  Access to page based on the role (Role based authentication)         Education      Master of Science  ,   Computer Engineering   Present     University of Missouri   －     State      GPA:   GPA: 3.7   Computer Engineering GPA: 3.7       Bachelor of Technology  ,   Electrical and Electronics Engineering   May 2013     Jawaharlal Nehru Technological University      India    GPA:   GPA: 3.65   Electrical and Electronics Engineering GPA: 3.65       Skills        '
 'Created Class libraries out of the main project to access the database which can be used by both Console Application for Schedule task and web application.'
 'Used Red Gate SQL Compare to deploy database from one server to another server (Dev -> Test/QA).Worked on .NET security features such as Form-Based Authentication and Role-Based Authorization.'
 'Strong experience in data retrieval and manipulation using ADO.Net data objects such as Dataset, Data Reader, Data list, Data Adaptor, Entity Frame work.'
 'Good experience in writing Class Library using C# , LINQ to SQL queries in Database Access layer to interface with SQL Database.'
 ' Created ASP.Net User Controls to reduce the complexity of user interface design  Created dynamic queries, stored procedures, Views and triggers in SQL server for the database manipulation.'
 'Automatically populated the course schedule which comes from different database(Worked with data warehouse team in order to get that data)  Developed C# Console Application for Scheduled email task.']"
89413122,"['information' 'technology' 'management' 'state' 'city' 'project' 'data'
 'systems' 'new' 'support']","['         Information Technology Specialist   08/1999   to   03/2003     Company Name   City  ,   State       Designed data structures and developed systems for science related database applications.'
 ""         Education      BS  :   Management Information Systems   May 2005       New York University   City  ,   State       GPA:   Magna Cum Laude GPA: 3.922 Inducted into Alpha Sigma Lambda Honor Society\nDean's List: Fall 2001, Spring 2002     Coursework Included:  Statistical Methods, Economics, Database Design, System Analysis and Design, Business Organization and Management, Management Information Systems, Object Oriented Analysis, Interactive Design, and IT Networking         Skills     Project Management, Information Design, Relationship Building, Information Technology, Procedure Development, Scheduling, Website Design, MS Office Suite, Training Development, Quality Processes, Event Planning, Work Breakdown Structures    ""
 '\xa0           Highlights          Organized  Unsurpassed work ethic  Results-oriented  Detail-oriented      Process improvement  Management information systems  Work flow planning  Software/hardware support experience            Accomplishments      Initiation and design of equipment testing program leading to Memorandum of Understanding between the Department of Homeland Security National Urban Security Technology Laboratory and the New York Police Department.'
 '         Information Technology Specialist   03/2003   to   01/2010     Company Name   City  ,   State       Data Collection and Test Manager for the Department of Homeland Security and NYPD collaborative acquisition program for a roadway deployed radiation detector prototype.'
 'Provided technical support to program team on development of the Request for Information and proposal reviews.'
 '       Experience      Operations Research Analyst   01/2010   to   Current     Company Name   City  ,   State       Initiated and managed program to test incoming radiation detection equipment into New York, New Jersey and Connecticut.'
 '         OPERATIONS RESEARCH ANALYST       Summary     Personable project manager successful at building strong professional relationships.'
 'Performed technology installation, integration and data analysis of radiation detection data in an operational setting.'
 ' More than eight years of progressive management experience and repeated success in developing project initiatives, directing project plans and achieving performance targets.'
 ' S&T Countermeasures Test Beds Collaborative Website Manager and Information Technology Field Coordinator.']"
12334140,"['information' 'state' 'city' 'support' 'business' 'application'
 'management' 'experience' 'company' 'software']","['         Information Technology Technician   02/1996   to   01/2000     Company Name   City  ,   State       Provided computer help desk support and technical training on hardware/software to end users.'
 '         Information Technology Technician   01/2000   to   10/2002     Company Name   City  ,   State       Provided computer help desk support via telephone communications with end-users.'
 'Sincerely, Your Signature (for hard copy letter) Your Typed Name INFORMATION TECHNOLOGY TECHNICIAN TIER ONE TECHNICAL SUPPORT - HELP DESK TECHNICIAN Experienced and knowledgeable Information Technology Professional seeking to contribute training and acquired skills within a Tier One Technical Support and/or Help Desk role.'
 'Grove College of Business    Business Administration/Office Administration        Business Communication, Business Programming, Marketing, Finance, IBM Software Applications, and Management                  A.A     5 1991       Harrisburg Area Community College   City  ,   State       GPA:   GPA: 3.11    Accounting, IBM Software Applications, Intermediate Lotus 2.1, Advanced Lotus 2.1 Macros, MS-DOS Commands, IBM Basic Programming, Advanced WordPerfect 5.1, and Novell Netware GPA: 3.11          Academics/Business   1 1988       East Pennsboro Area High School   City  ,   State       Academics/Business Typing, Word Processing, Office Procedures, Bookkeeping, and Shorthand\nRecipient of Award for East Pennsboro Most Outstanding Business Student     '
 ""If you take it one step at a time, however, you'll soon be an expert at writing cover letters to send with       Skills    Accounting, administrative, agency, Basic Programming, Bookkeeping, Business Communication, hardware, Finance, fundraising, help desk support, help desk, IBM, IBM Software, inventory, letters, Lotus 2.1, Macros, Marketing, mail, Office, MS-DOS, Network, networking, Novell Netware, Novell Netware 4.11, page, Programming, express, Shorthand, technical training, telephone, troubleshooting, Typing, Word Processing, WordPerfect 5.1, written      Additional Information      Select the font size you want to use the same way.""
 ' Skilled in providing Customer and End-User Help Desk Support.'
 'Your Personal Information FirstName LastName Street Address City, State, Zip Code Phone Number Email Address Date         Education      KnowledgeSoft, Inc., Mechanicsburg, PA, 3/1997\nCourses in Intranetware 4.11 Administration and 4.1a Advanced Administration     12 1993       Shippensburg University of Pennsylvania   City  ,   State               B.S.B.A  :   Business Administration/Office Administration   12 1993       John L.'
 '       Experience      Production Associate   03/2006   to   Current     Company Name   City  ,   State       cover letter typically accompanies each resume you send out.'
 'Your Requirements: Responsible for evening operations in Student Center and other facilities, including managing registration, solving customer problems, dealing with risk management and emergencies, enforcement of department policies.'
 ' Documented help desk tickets/resolutions, and provided overall assistance in daily administration of a Novell Netware 4.11 Network.']"
10641230,"['management' 'information' 'technology' 'server' 'software' 'network'
 'company' 'client' 'windows' 'state']","[' Information Technology project management experience.'
 '         Education and Training      Associate of Science   :   Information Technology  ,   2014    Lyons Township   －   City  ,   State  ,   United States    Information Technology        High School Diploma        General Education                  Coursework in computer science all 4 years        GPA:   Diamond Achievement Academic award * Honor Roll    Diamond Achievement Academic award * Honor Roll        Skills    A+ certified, ActionScript, Active directory, administrative, Adobe Creative Suite 5, Photo, Audio, Brochure, budgeting, business management, client and server, CMS, Hardware, computer repair, consulting, Content Management, CSS, CSS3, client, Database, designing, Documentation, Electronics, XML, Graphics, Hardware support, HTML, HTML5, PHP, Information security, Java, Java programming, JavaScript, Linux, Logic, Logo, Mac OS, managing, marketing, Medical technology, Microsoft Office, office, Windows, Windows 95, Network engineering, network, Networking, newsletter, Operating Systems, Organization development, Programming, protocols, Prototyping, Search Engine Optimization, servers, Storyboarding, TCP/IP, Telephony, Phone 7.0, Troubleshooting, upgrade, video, video editing, Web Development I, Website, website management, Windows Server, Wiring   '
 '         IT MANAGEMENT           Career Overview    Detail-oriented professional with extensive Information Technology experience in hardware and software troubleshooting/management.'
 '     Qualifications        Education and certificates          Troubleshooting q   CompTIA A+ certified (2012)          q   Advanced troubleshooting q   CompTIA Net+ certification class       q   Virus and spyware removal q   MCSA certification class          q   Computer diagnostics and repair q   Web Development I + II class          q   Gaming console repair and q   Digital media manipulation class          modification q   Java programming class          q   Mobile device repair q   Hardware support and Programming and Web          troubleshooting q   HTML - HTML5          q   Optimizing and performance tuning q   XML          q   Audio and video technologies q   CSS - CSS3          q   Medical technology installation and q   JavaScript          troubleshooting q   Command Line q   Java          Management q   ActionScript          q   Hardware and software upgrade q   PHP          planning q   Database servers          q   Documentation q   Android mobile application          q   Organization development          q   Multi-project priority management q   Content Management Systems (CMS)          Operating Systems q   Website enhancement          q   Windows 95 - 8 q   Storyboarding          q   Windows Server 2003 - 8 q   Search Engine Optimization (SEO)       q   Windows Phone 7.0 - 8.0 q   Social Media and marketing          q   Multiple Linux Distributions q   Ubuntu 10.04 LTS - 12.10 Networking          q   Android 1.0 - 4.0.4 q   Cloud computing          q   Mac OS X v10.0 - v10.8 q   Server management          q   IOS 1.0 - 6.1 q   Active directory q   Remote connection technologies          Programs q   Proficiency in numerous protocols      q   Microsoft Office 2010 including TCP/IP          q   Small business management q   Information security          software (client and server) q   Wireless technologies          q   Adobe Creative Suite 5 q   Telephony technologies q   Wiring and Network engineering          Graphics and Media q   Photo enhancing Electronics          q   Brochure and newsletter formatting q   Electronic circuits and components     q   Audio and video editing q   Circuit diagrams and Prototyping       q   Logo and business card q   Logic, electronic and computational algorithms q   Electromagnetisms and waves q   Quantum particle mechanics          q   As well as many miscellaneous IT q   Energy and electrical alternatives         skills.'
 '         Information Technology Consultant    July 2011   to   February 2012     Company Name   －     State      Contracted IT consulting work from client computer repair to network expansion.'
 ""       Work Experience      IT management    March 2012   to   November 2012     Company Name   －   City  ,   State      In charge of planning, budgeting, and executing all IT projects.In addition to office troubleshooting, building/managing the company website and designing/updating the business's electronic newsletter.""
 '            May 2011   to   July 2011     Company Name   －   City  ,   State      In charge of company website management, social media administration, as well as assisting in administrative tasks.'
 'With additional experience in networking, task automation, server technologies, digital graphic design, client + server side programming technologies and popular industry software packages including Microsoft Office and Adobe Creative Suite.'
 ' Designed, priced, built, and installed a complete information system upgrade for a client; including networking devices, wiring, client computers, server and software.'
 ' Troubleshot medical technology including X-ray machines and medical industry client and server software (Eaglesoft).']"
10265057,"['data' 'design' 'systems' 'software' 'company' 'hardware' 'computer'
 'project' 'office' 'network']","["" Summary         · Experienced in developing hardware's DFM procedures, checklists and requirements to subcontractors · Perform EVT, DVT, PVT verifications and utilize FA process to drive root cause from system to unit level · Team leader on multiple end-to-end technical project design, development, testing and validation · Manage Test/Production readiness reviews and drives quality requirement for post-ramp qualification · Ability to manage multiple projects simultaneously, self-starter with innovation and sharp attention to details Experiences     - New RF systems introduction on satellite communication architecture designs and proposals - Define RF hardware unit DFM procedures and requirements for Antenna, receivers, filters, and amplifiers - Lead suppliers by providing technical design specifications and testing requirements to meet SSL standards - Utilize FA process to monitor overall project field performance.""
 ""         System Data Analyst    August 2011   to   December 2013     Company Name          Prioritize and extract big data from Purdue University's SQL database and maintain its accuracy and completeness - Develop and implement data collection systems strategies that optimize statistical efficiency and data quality - Data manipulation language SQL commands and utilize statistical tools including Excel, SAS, and SPSS.""
 '2011    GPA:   GPA: 3.2/4.0    Electrical and Computer Engineering GPA: 3.2/4.0 Thesis          The Design and Evaluation of a 5.8 GHz Laptop-Based Radar System\nPublication     · Innovative laptop radar design to operate in both FMCW and CW mode · Doppler shift (DTI), ranging (RTI), and SAR measurement capability · Operate in ISM frequency band with +13dBm transmitting power · Data acquisition and signal processing using Matlab              Skills    big data, C, C++, charts, Circuit design, hardware, Data acquisition, data analyst, data collection, data mining, databases, database, dBm, DTI, design software, documentation, functional, GSM, innovation, Java, LabView, Team leader, Logic Analyzer, Mac, manufacturing processes, Matlab, Excel, Microsoft office, Office, Microwave, Radar, NCs, Network, dB, packaging, pivot tables, Programming, project design, proposals, Publication, Python, quality, requirement, research, SAS, self-starter, Spectrum analyzer, SPSS, SQL, SSL, statistics, surveys, system design, troubleshooting, validation   '
 '· Programming language: C/C++, Python, Java, Matlab, and LabView · Circuit design software: SPICE, NI Multisim · PCB design software: Eagle, PCB Artiest            Experience      Working         RF Systems Engineer    May 2014   to   Current     Company Name          Qualification   · Multidisciplinary background: RF hardware designs, manufacturing operations and data analyst.'
 '         Electrical/Validation Engineer    May 2011   to   August 2011     Company Name          Develop and maintain data requirement for PCBA EVT, DVT, and PVT assembly for touch-pads - Design and implement automated test for sensitivity, packrat, hovering, profiles, ripple, GSM, EMI, and ESD - Monitor manufacturer IC packaging test yields and field return failure data to identify root cause - Develop in-depth reliability testing procedures: storage, thermal stock, drop and tap tests - Perform debug and troubleshooting of product in house and at contract manufacturer site for support - Contribute in manufacturing diagnostic reviews to improve overall debug process more efficiently and effectively - Support internal and external customer related to lab data collection and verification of an application issue.'
 ' Create complex charts and temporarily databases, perform data mining, and develop pivot tables for publication - Design and customize reports based upon data structure and determine additional data collection requirements - Provide documentation based on audit and report criteria to investigators and research staff - Serve as a resource for non-routine inquiries such as requests for statistics or surveys.'
 '         WORKING         RF SYSTEMS ENGINEER             Qualifications        Microsoft office/Office for Mac, pages, numbers, keynote · RF/Microwave software: Ansoft Designer, AWR Microwave Office.'
 ' Audits and DFM reviews on-site with suppliers - Investigated the algorithm to optimize the overall RF system performance for design, manufacturing and testing - Perform EVT, DVT and PVT validations and quality measurements for satellite assembly at system and unit levels - Drive and track closure on any RF components and modules NCs and issues impact to production readiness - Work with cross-functional teams to execute completion of satellite system design to fulfill contract requirement - Generate cascade RF performance prediction analyses (i.e.  NF, Gain, IP3, 1dB-Comp, spurious, etc) - Exercises independent judgment in developing methods, techniques, and evaluation criterion for obtaining results - Monitor and measure manufacturing processes to reduce losses, decrease time span and improve quality.'
 '2013    PURDUE UNIVERSITY          GPA:   GPA: 3.9/4.0    Electrical and Computer Engineering GPA: 3.9/4.0        B.S   :   Electrical and Computer Engineering  ,   Dec.'
 '         Education      M.S   :   Electrical and Computer Engineering  ,   Dec.']"
